,date,ordinal_date,dayofweek,day,time taken,start_time,end_time,time_taken,activity,strike,black,red,green,blue,activity status,planned
1266,2019-04-05,400,Friday,Friday 5th April 2019,9-9:30,09:00:00,09:30:00,30.0,9-9:30: Litter stuff with Charlotte,True,True,False,False,False,done,True
1267,2019-04-05,400,Friday,Friday 5th April 2019,10-5,10:00:00,17:00:00,420.0,10-5: Collagen analysis of remaining images of KB20 pt 2,True,False,False,False,True,done,False
1268,2019-04-05,400,Friday,Friday 5th April 2019,,,,,Also need an hour for pouring LB-agar plates and later streaking out PAO1,True,False,False,False,True,done,False
1269,2019-04-08,403,Monday,Monday 8th April 2019,9-12,09:00:00,12:00:00,180.0,9-12: KB20 Collagen analysis pt 2,True,True,False,False,False,done,True
1270,2019-04-08,403,Monday,Monday 8th April 2019,12-1,12:00:00,13:00:00,60.0,12-1: AUSPICE Meeting,True,True,False,False,False,done,True
1271,2019-04-08,403,Monday,Monday 8th April 2019,2-3,14:00:00,15:00:00,60.0,2-3: Lab meeting at Moss,True,True,False,False,False,done,True
1272,2019-04-08,403,Monday,Monday 8th April 2019,3-5,15:00:00,17:00:00,120.0,3-5: HG06 BALF counts,True,True,False,False,False,done,True
1273,2019-04-09,404,Tuesday,Tuesday 9th April 2019,9-5,09:00:00,17:00:00,480.0,9-5: ABX mice endpoint,True,True,False,False,False,done,True
1274,2019-04-09,404,Tuesday,Tuesday 9th April 2019,,,,,O/N of PAO1,True,True,False,False,False,done,True
1275,2019-04-09,404,Tuesday,Tuesday 9th April 2019,,,,,Make more PBS for autoclave,True,False,False,False,True,done,False
1276,2019-04-09,404,Tuesday,Tuesday 9th April 2019,,,,,HG06 BALF counts,True,False,False,False,True,done,False
1277,2019-04-10,405,Wednesday,Wednesday 10th April 2019,9-5,09:00:00,17:00:00,480.0,9-5: ABX mice endpoint,True,True,False,False,False,done,True
1278,2019-04-10,405,Wednesday,Wednesday 10th April 2019,,,,,Re-O/N PAO1 in estriol,True,True,False,False,False,done,True
1279,2019-04-10,405,Wednesday,Wednesday 10th April 2019,,,,,HG06 BALF counts,True,False,False,False,True,done,False
1280,2019-04-11,406,Thursday,Thursday 11th April 2019,9-2,09:00:00,14:00:00,300.0,9-2: Growth curve calibration of PAO1 exposed to estriol or just ethanol,True,True,False,False,False,done,True
1281,2019-04-11,406,Thursday,Thursday 11th April 2019,2-5,14:00:00,17:00:00,180.0,"2-5: HG06 BALF counts, HG07 BALF",True,True,False,False,False,done,True
1282,2019-04-12,407,Friday,Friday 12th April 2019,9-11,09:00:00,11:00:00,120.0,9-11: Protein extractions for TJ,True,False,False,False,True,done,False
1283,2019-04-12,407,Friday,Friday 12th April 2019,12-1,12:00:00,13:00:00,60.0,12-1: Count plates,True,False,False,False,True,done,False
1284,2019-04-12,407,Friday,Friday 12th April 2019,1-3,13:00:00,15:00:00,120.0,1-3: HG07 BALF counts,True,False,False,False,True,done,False
1285,2019-04-12,407,Friday,Friday 12th April 2019,3-4,15:00:00,16:00:00,60.0,3-4: Post-doc meeting,True,False,False,False,True,done,False
1286,2019-04-12,407,Friday,Friday 12th April 2019,4-5,16:00:00,17:00:00,60.0,4-5: qPCR SS03 colon test,True,False,False,False,True,done,False
1287,2019-04-15,410,Monday,Monday 15th April 2019,8-9,08:00:00,09:00:00,60.0,"8-9: Prep water, PBS for autoclave, analyse qPCR from Friday",True,False,False,False,True,done,False
1288,2019-04-15,410,Monday,Monday 15th April 2019,9-10,09:00:00,10:00:00,60.0,9-10: Lab meeting,True,True,False,False,False,done,True
1289,2019-04-15,410,Monday,Monday 15th April 2019,10-2,10:00:00,14:00:00,240.0,10-2: SS03 RNA extraction spare tissue?,True,True,False,False,False,done,True
1290,2019-04-15,410,Monday,Monday 15th April 2019,2-4,14:00:00,16:00:00,120.0,2-4: HG07 BALF,True,True,False,False,False,done,True
1291,2019-04-15,410,Monday,Monday 15th April 2019,,,,,Make a PAO1 O/N put in fridge,False,False,True,False,False,not done,True
1292,2019-04-16,411,Tuesday,Tuesday 16th April 2019,,,,,[away for graduation],False,True,False,False,False,note,True
1293,2019-04-17,412,Wednesday,Wednesday 17th April 2019,9-11,09:00:00,11:00:00,120.0,9-11: PAO1 overnights in ethanol or estriol,False,False,True,False,False,not done,True
1294,2019-04-17,412,Wednesday,Wednesday 17th April 2019,9-12,09:00:00,12:00:00,180.0,9-12: SS03 RT-PCR test (booked 11 machine #2),True,True,False,False,False,done,True
1295,2019-04-17,412,Wednesday,Wednesday 17th April 2019,1-3,13:00:00,15:00:00,120.0,1-3: qPCR SS03 test (booked 2:30 biorad384),True,True,False,False,False,done,True
1296,2019-04-17,412,Wednesday,Wednesday 17th April 2019,,,,,Scan receipts,True,False,False,False,True,done,False
1297,2019-04-17,412,Wednesday,Wednesday 17th April 2019,,,,,"PBS, RBCLB, clean waterbath, washup",True,False,False,False,True,done,False
1298,2019-04-18,413,Thursday,Thursday 18th April 2019,9-2,09:00:00,14:00:00,300.0,9-2: Growth curve calibration of PAO1 exposed to estriol or just ethanol,False,False,True,False,False,not done,True
1299,2019-04-18,413,Thursday,Thursday 18th April 2019,2-5,14:00:00,17:00:00,180.0,2-5: NH09 mast cell hunting,False,False,True,False,False,not done,True
1300,2019-04-18,413,Thursday,Thursday 18th April 2019,9-12,09:00:00,12:00:00,180.0,9-12: RNA extraction SS spare ,True,False,False,False,True,done,False
1301,2019-04-18,413,Thursday,Thursday 18th April 2019,11-12,11:00:00,12:00:00,60.0,11-12: RBCLB testing,True,False,False,False,True,done,False
1302,2019-04-18,413,Thursday,Thursday 18th April 2019,1-4,13:00:00,16:00:00,180.0,1-4: RT-PCR SS spare (booked 2-4 machine #1),True,False,False,False,True,done,False
1303,2019-04-18,413,Thursday,Thursday 18th April 2019,4-5,16:00:00,17:00:00,60.0,4-5: qPCR SS spare? (booked 5-7 96 biorad),False,False,False,False,True,done,False
1304,2019-04-18,413,Thursday,Thursday 18th April 2019,When free,,,,When free: HG07 BALF,False,False,False,False,True,done,False
1305,2019-04-19,414,Friday,Friday 19th April 2019,,,,,[good Friday holiday],False,True,False,False,False,note,True
1306,2019-04-22,417,Monday,Monday 22nd April 2019,,,,,[good monday holiday],False,True,False,False,False,note,True
1307,2019-04-23,418,Tuesday,Tuesday 23rd April 2019,,,,,[uni concession day],False,True,False,False,False,note,True
1308,2019-04-24,419,Wednesday,Wednesday 24th April 2019,9-10,09:00:00,10:00:00,60.0,9-10: quick lab meeting,True,True,False,False,False,done,True
1309,2019-04-24,419,Wednesday,Wednesday 24th April 2019,10-5,10:00:00,17:00:00,420.0,10-5: SS03 RNA extractions,False,False,True,False,False,not done,True
1310,2019-04-24,419,Wednesday,Wednesday 24th April 2019,Sometime,,,,Sometime: Deal with dirty lab coats – don’t need to,False,True,True,False,False,not done,True
1311,2019-04-24,419,Wednesday,Wednesday 24th April 2019,,,,,NH09 mast cell counts,True,False,False,False,True,done,False
1312,2019-04-24,419,Wednesday,Wednesday 24th April 2019,When free,,,,When free: HG07 BALF,True,True,False,False,False,done,True
1313,2019-04-25,420,Thursday,Thursday 25th April 2019,,,,,[anzac day holiday],False,True,False,False,False,note,True
1314,2019-04-26,421,Friday,Friday 26th April 2019,9-1,09:00:00,13:00:00,240.0,9-1: SS03 RT-PCR,False,False,True,False,False,not done,True
1315,2019-04-26,421,Friday,Friday 26th April 2019,2-5,14:00:00,17:00:00,180.0,2-5: SS03 qPCR,False,False,True,False,False,not done,True
1316,2019-04-26,421,Friday,Friday 26th April 2019,Sometime,,,,Sometime: Deal with dirty lab coats,True,True,False,False,False,done,True
1317,2019-04-26,421,Friday,Friday 26th April 2019,9-10:30,09:00:00,10:30:00,90.0,9-10:30: Sort out primer stocks to be put into general stocks,True,False,False,False,True,done,False
1318,2019-04-26,421,Friday,Friday 26th April 2019,,,,,Washup and tips downstairs,True,False,False,False,True,done,False
1319,2019-04-26,421,Friday,Friday 26th April 2019,12-5,12:00:00,17:00:00,300.0,"12-5: NH09 mast cell counts, almost done!",True,False,False,False,True,done,False
1320,2019-04-26,421,Friday,Friday 26th April 2019,,,,,Re-streak PAO1,True,False,False,False,True,done,False
1321,2019-04-29,424,Monday,Monday 29th April 2019,9-1,09:00:00,13:00:00,240.0,9-1: Trial RNA extraction,True,True,False,False,False,done,True
1322,2019-04-29,424,Monday,Monday 29th April 2019,In-between,,,,In-between: NH09 mast cell counts,True,False,False,False,True,done,False
1323,2019-04-29,424,Monday,Monday 29th April 2019,2-4,14:00:00,16:00:00,120.0,2-4: Trial RT-PCR (booked 3-5),True,True,False,False,False,done,True
1324,2019-04-29,424,Monday,Monday 29th April 2019,3-4,15:00:00,16:00:00,60.0,3-4: Trial qPCR,False,False,True,False,False,not done,True
1325,2019-04-29,424,Monday,Monday 29th April 2019,4-5,16:00:00,17:00:00,60.0,4-5: PAO1 O/Ns,True,True,False,False,False,done,True
1326,2019-04-30,425,Tuesday,Tuesday 30th April 2019,First thing,,,,First thing: Trial qPCR (booked 10am),True,True,False,False,False,done,True
1327,2019-04-30,425,Tuesday,Tuesday 30th April 2019,9-11,09:00:00,11:00:00,120.0,9-11: PAO1 estriol O/Ns,True,True,False,False,False,done,True
1328,2019-04-30,425,Tuesday,Tuesday 30th April 2019,12-5,12:00:00,17:00:00,300.0,12-5: SS03 RNA extraction or SS02 BD qPCR (not booked yet),False,False,True,False,False,not done,True
1329,2019-04-30,425,Tuesday,Tuesday 30th April 2019,11-6:30,11:00:00,18:30:00,450.0,11-6:30: Surprise PISA,True,False,False,False,True,done,False
1330,2019-04-30,425,Tuesday,Tuesday 30th April 2019,,,,,LB-agar for autoclave,True,False,False,False,True,done,False
1331,2019-04-30,425,Tuesday,Tuesday 30th April 2019,,,,,Fill tips,True,False,False,False,True,done,False
1332,2019-05-01,426,Wednesday,Wednesday 1st May 2019,9-3,09:00:00,15:00:00,360.0,9-3: PAO1 growth curve,True,True,False,False,False,done,True
1333,2019-05-01,426,Wednesday,Wednesday 1st May 2019,,,,,Take down PISA samples,True,False,False,False,True,done,False
1334,2019-05-01,426,Wednesday,Wednesday 1st May 2019,3-5,15:00:00,17:00:00,120.0,3-5: TJ23 BALF (or mast cell hunting),True,True,False,False,False,done,True
1335,2019-05-02,427,Thursday,Thursday 2nd May 2019,9-12,09:00:00,12:00:00,180.0,"9-12: Clean-up kit for RNA, ethanol preciptation",True,False,False,False,True,done,False
1336,2019-05-02,427,Thursday,Thursday 2nd May 2019,,,,,Count colonies of PAO1,True,False,False,False,True,done,False
1337,2019-05-02,427,Thursday,Thursday 2nd May 2019,,,,,Washup,True,False,False,False,True,done,False
1338,2019-05-02,427,Thursday,Thursday 2nd May 2019,2-4,14:00:00,16:00:00,120.0,2-4: RT-PCR (booked 3-5),True,False,False,False,True,done,False
1339,2019-05-02,427,Thursday,Thursday 2nd May 2019,4-5,16:00:00,17:00:00,60.0,4-5: NH09 Mast cell hunting,True,False,False,False,True,done,False
1340,2019-05-03,428,Friday,Friday 3rd May 2019,,,,,[1 hour time in lieu taken @ 4pm],False,True,False,False,False,note,True
1341,2019-05-03,428,Friday,Friday 3rd May 2019,9-10,09:00:00,10:00:00,60.0,9-10: qPCR (samples in thermocycler),True,False,False,False,True,done,False
1342,2019-05-03,428,Friday,Friday 3rd May 2019,10-1,10:00:00,13:00:00,180.0,10-1: NH09 mast cell counting – done!,True,False,False,False,True,done,False
1343,2019-05-03,428,Friday,Friday 3rd May 2019,1-4,13:00:00,16:00:00,180.0,1-4: qPCR,True,False,False,False,True,done,False
1344,2019-05-06,431,Monday,Monday 6th May 2019,9-10,09:00:00,10:00:00,60.0,9-10: Lab meeting,True,True,False,False,False,done,True
1345,2019-05-06,431,Monday,Monday 6th May 2019,10,10:00:00,,,10: Check qPCR result,True,True,False,False,False,done,True
1346,2019-05-06,431,Monday,Monday 6th May 2019,10-11,10:00:00,11:00:00,60.0,10-11: Run Urea-Agarose gel to test RNA quality - postponed,False,False,True,False,False,not done,True
1347,2019-05-06,431,Monday,Monday 6th May 2019,10-10:30,10:00:00,10:30:00,30.0,10-10:30: Meet with Saima about paper,True,False,False,False,True,done,False
1348,2019-05-06,431,Monday,Monday 6th May 2019,10:30-12,10:30:00,12:00:00,90.0,10:30-12: Create database for Ferro clinical study,True,False,False,False,True,done,False
1349,2019-05-06,431,Monday,Monday 6th May 2019,1-2,13:00:00,14:00:00,60.0,1-2: Update PISA database,True,False,False,False,True,done,False
1350,2019-05-06,431,Monday,Monday 6th May 2019,2-3,14:00:00,15:00:00,60.0,2-3: PBS aliquots,True,False,False,False,True,done,False
1351,2019-05-06,431,Monday,Monday 6th May 2019,3-5,15:00:00,17:00:00,120.0,3-5: TJ23/TJ24 BALF,False,False,False,True,False,partly done,True
1352,2019-05-06,431,Monday,Monday 6th May 2019,4-5,16:00:00,17:00:00,60.0,4-5: PAO1 O/N,True,True,False,False,False,done,True
1353,2019-05-07,432,Tuesday,Tuesday 7th May 2019,,,,,Check LB-agar and LB stocks,True,False,False,False,True,done,False
1354,2019-05-07,432,Tuesday,Tuesday 7th May 2019,Sometime,,,,Sometime: Meeting with Jay about Ferro study.,True,False,False,False,True,done,False
1355,2019-05-07,432,Tuesday,Tuesday 7th May 2019,9-11,09:00:00,11:00:00,120.0,9-11: PAO1 estriol O/N,True,True,False,False,False,done,True
1356,2019-05-07,432,Tuesday,Tuesday 7th May 2019,9-2 (intermittent),,,,"9-2 (intermittent): Grow PAO1 to O.D600 of 0.7. Wash 2mL culture and resuspend in 1mL PBS. Get undiluted, 1:16 and 1:128. Do 1:10 serial dilutions and plate.",True,True,False,False,False,done,True
1357,2019-05-07,432,Tuesday,Tuesday 7th May 2019,Inbetween,,,,Inbetween: TJ16 CAE mast cell hunting,True,False,False,False,True,done,False
1358,2019-05-07,432,Tuesday,Tuesday 7th May 2019,,,,,Writeup stats about Ferro study,True,False,False,False,True,done,False
1359,2019-05-07,432,Tuesday,Tuesday 7th May 2019,2-5,14:00:00,17:00:00,180.0,2-5: SS02 BDs qPCR,False,False,True,False,False,not done,True
1360,2019-05-08,433,Wednesday,Wednesday 8th May 2019,9-10,09:00:00,10:00:00,60.0,9-10: Call IT about FacsDiva computer issues. ,True,False,False,False,True,done,False
1361,2019-05-08,433,Wednesday,Wednesday 8th May 2019,9-3,09:00:00,15:00:00,360.0,"9-3: PAO1 estriol calibration curve, remember to go to correct OD!",True,True,False,False,False,done,True
1362,2019-05-08,433,Wednesday,Wednesday 8th May 2019,Morning,,,,Morning: count CFU to know which dilutions to plate,True,True,False,False,False,done,True
1363,2019-05-08,433,Wednesday,Wednesday 8th May 2019,3-5,15:00:00,17:00:00,120.0,"3-5: Labelling for Jemma, plaque assays with Henry",True,False,False,False,True,done,False
1364,2019-05-08,433,Wednesday,Wednesday 8th May 2019,,,,,"PAO1 O/N, washup",True,False,False,False,True,done,False
1365,2019-05-09,434,Thursday,Thursday 9th May 2019,9-5,09:00:00,17:00:00,480.0,9-5: Labelling for Jemma,True,False,False,False,True,done,False
1366,2019-05-09,434,Thursday,Thursday 9th May 2019,,,,,Count PAO1 plates,True,False,False,False,True,done,False
1367,2019-05-10,435,Friday,Friday 10th May 2019,,,,,Labelling for Jemma,True,False,False,False,True,done,False
1368,2019-05-10,435,Friday,Friday 10th May 2019,9:30-1,09:30:00,13:00:00,210.0,9:30-1: RNA extractions with Bernie,True,False,False,False,True,done,False
1369,2019-05-10,435,Friday,Friday 10th May 2019,1-3,13:00:00,15:00:00,120.0,1-3: Fluorescent microscopy TUNNEL stuff with TJ,True,False,False,False,True,done,False
1370,2019-05-10,435,Friday,Friday 10th May 2019,3-4,15:00:00,16:00:00,60.0,3-4: Postdoc meeting,True,False,False,False,True,done,False
1371,2019-05-10,435,Friday,Friday 10th May 2019,4-5,16:00:00,17:00:00,60.0,4-5: Labelling for Jemma,True,False,False,False,True,done,False
1372,2019-05-13,438,Monday,Monday 13th May 2019,9-10,09:00:00,10:00:00,60.0,9-10: Lab meeting,True,True,False,False,False,done,True
1373,2019-05-13,438,Monday,Monday 13th May 2019,10-12,10:00:00,12:00:00,120.0,10-12: Freezer moving stuff with Huw and Shandelle,True,True,False,False,False,done,True
1374,2019-05-13,438,Monday,Monday 13th May 2019,,,,,Jemma Labels,True,True,False,False,False,done,True
1375,2019-05-13,438,Monday,Monday 13th May 2019,,,,,Washup,True,True,False,False,False,done,True
1376,2019-05-13,438,Monday,Monday 13th May 2019,,,,,PAO1 O/N,True,True,False,False,False,done,True
1377,2019-05-13,438,Monday,Monday 13th May 2019,,,,,TJ16 CAE mast cell hunting,True,True,False,False,False,done,True
1378,2019-05-14,439,Tuesday,Tuesday 14th May 2019,10:30-6:30,10:30:00,18:30:00,480.0,10:30-6:30: PISA111 P-T (Blood ready 11) cancelled,False,True,True,False,False,not done,True
1379,2019-05-14,439,Tuesday,Tuesday 14th May 2019,9-10,09:00:00,10:00:00,60.0,9-10: Another freezer move,True,True,False,False,False,done,True
1380,2019-05-14,439,Tuesday,Tuesday 14th May 2019,10-1,10:00:00,13:00:00,180.0,10-1: RNA extraction,True,True,False,False,False,done,True
1381,2019-05-14,439,Tuesday,Tuesday 14th May 2019,Sometime,,,,Sometime: PAO1 estriol O/N ,True,True,False,False,False,done,True
1382,2019-05-14,439,Tuesday,Tuesday 14th May 2019,2-5,14:00:00,17:00:00,180.0,2-5: RT-PCR Henry and my trial samples,True,True,False,False,False,done,True
1383,2019-05-15,440,Wednesday,Wednesday 15th May 2019,9-3,09:00:00,15:00:00,360.0,9-3: PAO1 calibration curve pt 2,True,True,False,False,False,done,True
1384,2019-05-15,440,Wednesday,Wednesday 15th May 2019,11-6:30,11:00:00,18:30:00,450.0,11-6:30: Surprise PISA,True,True,False,False,False,done,True
1385,2019-05-15,440,Wednesday,Wednesday 15th May 2019,10,10:00:00,,,10: Meeting with Lorissa?,True,True,False,False,False,done,True
1386,2019-05-15,440,Wednesday,Wednesday 15th May 2019,By 1,,,,By 1: AHR working stock primers and cDNA I want run for Henry,True,True,False,False,False,done,True
1387,2019-05-15,440,Wednesday,Wednesday 15th May 2019,3-5,15:00:00,17:00:00,120.0,3-5: TJ08/09 Protein extractions using RnD PBS,False,False,True,False,False,not done,True
1388,2019-05-16,441,Thursday,Thursday 16th May 2019,9-12,09:00:00,12:00:00,180.0,"9-12: Count CFU on PAO1 plates, Take down PISA",True,False,False,False,True,done,False
1389,2019-05-16,441,Thursday,Thursday 16th May 2019,2-3,14:00:00,15:00:00,60.0,2-3: Looked for TJ08 Protein but couldn’t find,True,False,False,False,True,done,False
1390,2019-05-16,441,Thursday,Thursday 16th May 2019,3-4,15:00:00,16:00:00,60.0,3-4: Follow up on FACSDiva issue and Look for Shakti’s ELISA kits,True,False,False,False,True,done,False
1391,2019-05-16,441,Thursday,Thursday 16th May 2019,,,,,TJ16 CAE mast cell hunting and sort PISA slides,True,False,False,False,True,done,False
